workerid,proliferate.condition,center_embedding,confidence,continuation,header,individual_judgment,item,passive,population_judgment,slide_number_in_experiment,time,version,subject_information.affiliation,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,subject_information.legaltraining,subject_information.problems,subject_information.race,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
351,condition1,yes,0.39,"One day, Gwen drives her SUV to the grocery store. While looking for a parking space, she injures her wrist when her SUV collides with another car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" A ""Personal Accident"" event is defined as follows: <b> ""An incident with a vehicular collision that produces an accidental injury results in damage to the policyholder's person.""</b>",yes,Personal Accident,no,59,10,44121,covered,1,37,Yes,N/A,2,2,Female,English,0,N/A,White,Chrome,Windows,864,1536,9.655033333333334,
351,condition1,yes,0.72,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits one of his car's side mirrors. When he returns, he discovers that the side mirror has been severely damaged and that broken shards from the side mirror managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage.","Aneesh has insurance that covers ""Vehicle Glass Damage."" A ""Vehicle Glass Damage"" event is defined as follows: <b>""An accident occurs when vehicle glass that is broken by an outside force results in damage to the body work of the policyholder's vehicle.""</b>",yes,Vehicle Glass,yes,70,11,31440,controversial,1,37,Yes,N/A,2,2,Female,English,0,N/A,White,Chrome,Windows,864,1536,9.655033333333334,
351,condition1,no,0.95,"Mariam has a portable oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.","Mariam has insurance that covers ""Escape of Oil."" An ""Escape of Oil"" event is defined as follows: <b> ""An incident occurs with oil that is leaked by a fixed heating installation. This incident results in damage to the policyholder's property.""</b>",no,Escape Of Oil,yes,100,12,31944,uncovered,1,37,Yes,N/A,2,2,Female,English,0,N/A,White,Chrome,Windows,864,1536,9.655033333333334,
351,condition1,yes,0.88,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day, she sees that an exterior wall of her house is covered with drawings made in permanent marker. She reviews her home surveillance footage and sees that it was her children who drew on the wall. She hires professional painters to paint over the drawing. Beth files a claim with her insurance company for the damages.","Beth has insurance that covers ""Malicious Acts or Vandalism."" A ""Malicious Acts or Vandalism"" event is defined as follows: <b>""An incident occurs when an adverse third party that wields a colorant or stain causes damage to the policyholder's property.""</b>",no,Malicious Acts Or Vandalism,no,80,13,28164,uncovered,1,37,Yes,N/A,2,2,Female,English,0,N/A,White,Chrome,Windows,864,1536,9.655033333333334,
351,condition1,no,0.88,Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" An ""Escape of Water'' event is defined as follows: <b> ""An incident occurs when an internal source that abruptly and unexpectedly leaks water. This incident results in damage to the policyholder's property.""</b>",yes,Escape Of Water,no,90,14,24855,covered,1,37,Yes,N/A,2,2,Female,English,0,N/A,White,Chrome,Windows,864,1536,9.655033333333334,
351,condition1,no,0.92,"Gavin works as an A/C repair technician in a small town. One day, Gavin is off from work and decides to put holiday lights up on his roof. Because Gavin is an experienced repairman, he figures he doesn't need a ladder to get onto his roof and decides to free climb the exterior wall of his house instead. While climbing the wall, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.","Gavin has insurance that covers ""General Damages."" A ""General Damages'' event is defined as follows: <b> ""An accident within regular working conditions that incurs an injury to the policyholder. This incident results in missed employment for the policyholder.""</b>",no,General Damages,no,99,15,29114,uncovered,1,37,Yes,N/A,2,2,Female,English,0,N/A,White,Chrome,Windows,864,1536,9.655033333333334,
351,condition1,yes,0.99,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his roof, causing a fire. Almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.","Cam has insurance that covers ""Storm Damage."" A ""Storm Damage"" event is defined as follows: <b> ""An incident with lightning that is created by a storm results in damage to the policyholder's property.""</b>",yes,Storm Damage,yes,99,16,27753,covered,1,37,Yes,N/A,2,2,Female,English,0,N/A,White,Chrome,Windows,864,1536,9.655033333333334,
116,condition1,no,0.7,"One day, a hail storm hits Mia's house and causes damage to the plants on her balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Mia files a claim with her insurance company for the damage.","Mia has insurance that covers ""Hail Damage."" ""Hail Damage"" is defined as follows: <b>""damage from hail of such intensity that it causes damage specifically to hard surfaces or breaks glass.""</b>",no,Hail Damage,no,98,3,39503,filler_uncovered,3,37,Yes,I have no comments other than thank you.,2,1,Male,English,0,No,White,Chrome,Windows,864,1536,10.437133333333334,
116,condition1,no,0.99,"Lucas, who lives alone, goes on vacation and leaves his car locked in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Lucas's very high-end seat covers. Lucas files a claim with his insurance company for the loss.","Lucas has insurance that covers ""Vehicle Theft."" ""Vehicle Theft"" is defined as follows: <b>""loss as a result of theft to the policyholder's car or car accessories.""</b>",yes,Vehicle Theft,no,95,4,32164,filler_covered,3,37,Yes,I have no comments other than thank you.,2,1,Male,English,0,No,White,Chrome,Windows,864,1536,10.437133333333334,
116,condition1,no,0,"Justin, a skilled plumber, is repairing his leaky kitchen sink when he inadvertently punctures a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.","Justin has insurance that covers ""Trace and Access."" A ""Trace and Access"" event is defined as follows: <b> ""An incident occurs when cables or pipes connected to the policyholder's home are located by a skilled professional. This incident results in damage to the policyholder's property.""</b>",no,Trace And Access,no,25,5,69796,controversial,3,37,Yes,I have no comments other than thank you.,2,1,Male,English,0,No,White,Chrome,Windows,864,1536,10.437133333333334,
116,condition1,no,1,"Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.","Mariam has insurance that covers ""Escape of Oil."" An ""Escape of Oil"" event is defined as follows: <b> ""An incident occurs with a fixed heating installation that leaks oil. This incident results in damage to the policyholder's property.""</b>",yes,Escape Of Oil,no,99,6,42542,covered,3,37,Yes,I have no comments other than thank you.,2,1,Male,English,0,No,White,Chrome,Windows,864,1536,10.437133333333334,
116,condition1,yes,0.87,"One day, Gwen drives her SUV to the grocery store. After she parks the car, she injures her wrist when she opens her driver-side door into an oncoming car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" A ""Personal Accident"" event is defined as follows: <b> ""An incident with an accidental injury that is produced in a vehicular collision results in damage to the policyholder's person.""</b>",yes,Personal Accident,yes,90,7,28947,controversial,3,37,Yes,I have no comments other than thank you.,2,1,Male,English,0,No,White,Chrome,Windows,864,1536,10.437133333333334,
116,condition1,yes,0.68,"Gavin works as an A/C repair technician in a small town. One day, Gavin is hired to repair an air conditioner located on the second story of a building. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.","Gavin has insurance that covers ""General Damages."" A ""General Damages'' event is defined as follows: <b> ""An accident within regular working conditions that incurs an injury results in missed employment for the policyholder.""</b>",yes,General Damages,no,85,8,36685,covered,3,37,Yes,I have no comments other than thank you.,2,1,Male,English,0,No,White,Chrome,Windows,864,1536,10.437133333333334,
116,condition1,yes,0,"One day, Ken parks his car next to his home and leaves behind his smartphone, which catches fire later that day due to a defect. The fire does not spread to the rest of the car, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" A ""Vehicle Fire"" incident is defined as follows: <b>""An incident with an outside force that instigates a fire or explosion results in damage to the policyholder's vehicle.""</b>",no,Vehicle Fire,no,25,9,38835,controversial,3,37,Yes,I have no comments other than thank you.,2,1,Male,English,0,No,White,Chrome,Windows,864,1536,10.437133333333334,
116,condition1,no,0,"Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne has insurance that covers ""Emergency Damages."" An ""Emergency Damages"" event is defined as follows: <b> ""An incident occurs when an entry to the policyholder's home is forced open by first responders. This incident results in damage to the policyholder's property.""</b>",yes,Emergency Damages,yes,85,10,55004,uncovered,3,37,Yes,I have no comments other than thank you.,2,1,Male,English,0,No,White,Chrome,Windows,864,1536,10.437133333333334,
116,condition1,yes,0.87,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his neighborhood's power plant, causing a power outage. Cam goes to his attic with a candle to reset the circuit breaker, but he drops the candle and starts a fire so large that almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.","Cam has insurance that covers ""Storm Damage."" A ""Storm Damage"" event is defined as follows: <b> ""An incident with a storm that creates lightning results in damage to the policyholder's property.""</b>",no,Storm Damage,no,95,11,30936,uncovered,3,37,Yes,I have no comments other than thank you.,2,1,Male,English,0,No,White,Chrome,Windows,864,1536,10.437133333333334,
116,condition1,no,1,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day, she sees that an exterior wall of her house is covered with drawings made in permanent marker. She reviews her home surveillance footage and sees that it was her children who drew on the wall. She hires professional painters to paint over the drawing. Beth files a claim with her insurance company for the damages.","Beth has insurance that covers ""Malicious Acts or Vandalism."" A ""Malicious Acts or Vandalism"" event is defined as follows: <b>""An incident occurs when an adverse third party wields a colorant or stain. This incident causes damage to the policyholder's property.""</b>",no,Malicious Acts Or Vandalism,no,99,12,41897,uncovered,3,37,Yes,I have no comments other than thank you.,2,1,Male,English,0,No,White,Chrome,Windows,864,1536,10.437133333333334,
116,condition1,no,0.15,"Denise is moving to a new home on the other side of town. She asks her uncle, a retired professional mover, to help move her belongings out of her current home. During the move, her uncle's truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.","Denise has insurance that covers ""House Removal."" A ""House Removal"" event is defined as follows: <b> ""An incident occurs with belongings from the policyholder's home that are removed by professional removal contractors. This incident causes damage to the policyholder's belongings.""</b>",no,House Removal,yes,60,13,38486,controversial,3,37,Yes,I have no comments other than thank you.,2,1,Male,English,0,No,White,Chrome,Windows,864,1536,10.437133333333334,
116,condition1,yes,0.96,Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" An ""Escape of Water'' event is defined as follows: <b> ""An incident occurs when water that abruptly and unexpectedly flows from an internal source results in damage to the policyholder's property.""</b>",yes,Escape Of Water,yes,99,14,45276,covered,3,37,Yes,I have no comments other than thank you.,2,1,Male,English,0,No,White,Chrome,Windows,864,1536,10.437133333333334,
116,condition1,no,1,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers that the windshield has been severely damaged and that broken shards from the windshield managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage.","Aneesh has insurance that covers ""Vehicle Glass Damage."" A ""Vehicle Glass Damage"" event is defined as follows: <b>""An accident occurs when vehicle glass is broken by an outside force. This accident results in damage to the body work of the policyholder's vehicle.""</b>",yes,Vehicle Glass,yes,100,15,25553,covered,3,37,Yes,I have no comments other than thank you.,2,1,Male,English,0,No,White,Chrome,Windows,864,1536,10.437133333333334,
116,condition1,yes,0.94,"One evening, several of Blake's friends crowd into his house for a dance party. The many rambunctious dancers cause Blake's house to shake, which damages the house's foundation. Blake files a claim with his insurance company for the damage.","Blake has home insurance that covers ""Ground Heave."" A ""Ground Heave"" event is defined as follows: <b>""An incident occurs when ground movement or landslip that is induced by an outside force causes damage to the policyholder's property.""</b>",no,Ground Heave,yes,99,16,23137,uncovered,3,37,Yes,I have no comments other than thank you.,2,1,Male,English,0,No,White,Chrome,Windows,864,1536,10.437133333333334,
86,condition1,no,0.69,"One day, a hail storm hits Mia's house and causes damage to the plants on her balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Mia files a claim with her insurance company for the damage.","Mia has insurance that covers ""Hail Damage."" ""Hail Damage"" is defined as follows: <b>""damage from hail of such intensity that it causes damage specifically to hard surfaces or breaks glass.""</b>",yes,Hail Damage,no,60,3,24073,filler_uncovered,0,28,Yes,,3,2,Female,English,0,No.,White,Chrome,Mac,900,1440,4.151566666666667,
86,condition1,no,1,"Lucas, who lives alone, goes on vacation and leaves his car locked in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Lucas's very high-end seat covers. Lucas files a claim with his insurance company for the loss.","Lucas has insurance that covers ""Vehicle Theft."" ""Vehicle Theft"" is defined as follows: <b>""loss as a result of theft to the policyholder's car or car accessories.""</b>",yes,Vehicle Theft,no,95,4,12661,filler_covered,0,28,Yes,,3,2,Female,English,0,No.,White,Chrome,Mac,900,1440,4.151566666666667,
86,condition1,yes,0.94,Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" An ""Escape of Water"" event is defined as follows: <b> ""An incident occurs when an internal source that abruptly and unexpectedly leaks water results in damage to the policyholder's property.""</b>",yes,Escape Of Water,no,90,5,13312,covered,0,28,Yes,,3,2,Female,English,0,No.,White,Chrome,Mac,900,1440,4.151566666666667,
86,condition1,no,0.86,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his neighborhood's power plant, causing a power outage. Cam goes to his attic with a candle to reset the circuit breaker, but he drops the candle and starts a fire so large that almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.","Cam has insurance that covers ""Storm Damage."" A ""Storm Damage"" event is defined as follows: <b> ""An incident occurs with lightning that is created by a storm. This incident results in damage to the policyholder's property.""</b>",no,Storm Damage,yes,90,6,15298,uncovered,0,28,Yes,,3,2,Female,English,0,No.,White,Chrome,Mac,900,1440,4.151566666666667,
86,condition1,no,1,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day, she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that a group of neighborhood teenagers spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages.","Beth has insurance that covers ""Malicious Acts or Vandalism."" A ""Malicious Acts or Vandalism"" event is defined as follows: <b>""An incident occurs when a colorant or stain is wielded by an adverse third party. This incident causes damage to the policyholder's property.""</b>",yes,Malicious Acts Or Vandalism,yes,100,7,10747,covered,0,28,Yes,,3,2,Female,English,0,No.,White,Chrome,Mac,900,1440,4.151566666666667,
86,condition1,yes,0.48,"One day, Ken parks his car next to his home and leaves behind his smartphone, which catches fire later that day due to a defect. The fire does not spread to the rest of the car, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" A ""Vehicle Fire"" incident is defined as follows: <b>""An incident with a fire or explosion that is instigated by an outside force results in damage to the policyholder's vehicle.""</b>",no,Vehicle Fire,yes,80,8,22999,controversial,0,28,Yes,,3,2,Female,English,0,No.,White,Chrome,Mac,900,1440,4.151566666666667,
86,condition1,yes,0.64,"Justin, a skilled plumber, is repairing his leaky kitchen sink when he accidentally drops his wedding ring down a pipe that leads to the kitchen. In order to access the pipe and retrieve the ring, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.","Justin has insurance that covers ""Trace and Access."" A ""Trace and Access"" event is defined as follows: <b> ""An incident occurs when a skilled professional locates cables or pipes connected to the policyholder's home resulting in damage to the policyholder's property.""</b>",no,Trace And Access,no,80,9,15213,uncovered,0,28,Yes,,3,2,Female,English,0,No.,White,Chrome,Mac,900,1440,4.151566666666667,
86,condition1,no,0.51,"One day, Gwen drives her SUV to the grocery store. After buying groceries, she injures her wrist when she lifts a heavy grocery bag into her car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" A ""Personal Accident"" event is defined as follows: <b> ""An incident occurs with a vehicular collision that produces an accidental injury. This incident results in damage to the policyholder's person.""</b>",no,Personal Accident,no,80,10,14262,uncovered,0,28,Yes,,3,2,Female,English,0,No.,White,Chrome,Mac,900,1440,4.151566666666667,
86,condition1,no,0.6,"Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that Joanne is experiencing mild paranoia after having recently watched a movie that involved a home burglary. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne has insurance that covers ""Emergency Damages."" An ""Emergency Damages"" event is defined as follows: <b> ""An incident occurs when first responders force open an entry to the policyholder's home. This incident causes damage to the policyholder's property.""</b>",yes,Emergency Damages,no,90,11,19381,controversial,0,28,Yes,,3,2,Female,English,0,No.,White,Chrome,Mac,900,1440,4.151566666666667,
86,condition1,no,0.64,"Gavin works as an A/C repair technician in a small town. One day, Gavin offers to help his girlfriend repair an air conditioner located on the second story of her home. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.","Gavin has insurance that covers ""General Damages."" A ""General Damages'' event is defined as follows: <b> ""An accident with an injury that is incurred by regular working conditions for the policyholder. This incident results in missed employment for the policyholder.""</b>",no,General Damages,yes,90,12,10181,controversial,0,28,Yes,,3,2,Female,English,0,No.,White,Chrome,Mac,900,1440,4.151566666666667,
86,condition1,no,0.9,"One evening, an earthquake erupts near Blake's house. The force of the earthquake causes Blake's house to shake, which damages the house's foundation. Blake files a claim with his insurance company for the damage.","Blake has home insurance that covers ""Ground Heave."" A ""Ground Heave"" event is defined as follows: <b>""An incident occurs when an outside force that induces ground movement or landslip. This incident causes damage to the policyholder's property.""</b>",yes,Ground Heave,no,100,13,7580,covered,0,28,Yes,,3,2,Female,English,0,No.,White,Chrome,Mac,900,1440,4.151566666666667,
86,condition1,yes,0.81,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers that the windshield has been severely damaged and that broken shards from the windshield managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage.","Aneesh has insurance that covers ""Vehicle Glass Damage."" A ""Vehicle Glass Damage"" event is defined as follows: <b>""An accident occurs when vehicle glass that is broken by an outside force results in damage to the body work of the policyholder's vehicle.""</b>",yes,Vehicle Glass,yes,99,14,11893,covered,0,28,Yes,,3,2,Female,English,0,No.,White,Chrome,Mac,900,1440,4.151566666666667,
86,condition1,yes,0.51,"Denise is moving to a new home on the other side of town. She rents a truck and decides she will move her own belongings out of her current home. During the move, her truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.","Denise has insurance that covers ""House Removal."" A ""House Removal"" event is defined as follows: <b> ""An incident occurs when belongings from the policyholder's home are removed by professional removal contractors causing damage to the policyholder's belongings.""</b>",yes,House Removal,yes,77,15,9534,uncovered,0,28,Yes,,3,2,Female,English,0,No.,White,Chrome,Mac,900,1440,4.151566666666667,
86,condition1,yes,0.71,"Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.","Mariam has insurance that covers ""Escape of Oil."" An ""Escape of Oil"" event is defined as follows: <b> ""An incident occurs with a fixed heating installation that leaks oil results in damage to the policyholder's property.""</b>",yes,Escape Of Oil,no,100,16,12731,controversial,0,28,Yes,,3,2,Female,English,0,No.,White,Chrome,Mac,900,1440,4.151566666666667,
264,condition1,no,0.87,"One day, a hail storm hits Mia's house and causes damage to the plants on her balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Mia files a claim with her insurance company for the damage.","Mia has insurance that covers ""Hail Damage."" ""Hail Damage"" is defined as follows: <b>""damage from hail of such intensity that it causes damage specifically to hard surfaces or breaks glass.""</b>",no,Hail Damage,no,85,3,38726,filler_uncovered,5,21,Yes,,2,1,Male,English,0,No,White,Chrome,Mac,900,1440,8.621416666666667,
264,condition1,no,0.18,"Lucas, who lives alone, goes on vacation and leaves his car locked in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Lucas's very high-end seat covers. Lucas files a claim with his insurance company for the loss.","Lucas has insurance that covers ""Vehicle Theft."" ""Vehicle Theft"" is defined as follows: <b>""loss as a result of theft to the policyholder's car or car accessories.""</b>",yes,Vehicle Theft,no,80,4,42507,filler_covered,5,21,Yes,,2,1,Male,English,0,No,White,Chrome,Mac,900,1440,8.621416666666667,
264,condition1,yes,0.23,"Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from a burglar, whom the police promptly arrest. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne has insurance that covers ""Emergency Damages."" An ""Emergency Damages"" event is defined as follows: <b> ""An incident occurs when first responders that force open an entry to the policyholder's causing damage to the policyholder's property.""</b>",yes,Emergency Damages,no,80,5,53264,covered,5,21,Yes,,2,1,Male,English,0,No,White,Chrome,Mac,900,1440,8.621416666666667,
264,condition1,yes,0.05,"Gavin works as an A/C repair technician in a small town. One day, Gavin is hired to repair an air conditioner located on the second story of a building. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.","Gavin has insurance that covers ""General Damages."" A ""General Damages'' event is defined as follows: <b> ""An accident with an injury that is incurred within regular working conditions results in missed employment for the policyholder.""</b>",yes,General Damages,yes,90,6,32907,covered,5,21,Yes,,2,1,Male,English,0,No,White,Chrome,Mac,900,1440,8.621416666666667,
264,condition1,no,0.08,"Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.","Mariam has insurance that covers ""Escape of Oil."" An ""Escape of Oil"" event is defined as follows: <b> ""An incident occurs with a fixed heating installation that leaks oil. This incident results in damage to the policyholder's property.""</b>",yes,Escape Of Oil,no,90,7,26058,covered,5,21,Yes,,2,1,Male,English,0,No,White,Chrome,Mac,900,1440,8.621416666666667,
264,condition1,yes,0.83,"One day, Ken parks his car next to his home and leaves a smoldering cigarette butt in his car ashtray. The cigarette butt does not catch fire, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" A ""Vehicle Fire"" incident is defined as follows: <b>""An incident with a fire or explosion that is instigated by an outside force results in damage to the policyholder's vehicle.""</b>",no,Vehicle Fire,yes,75,8,46157,uncovered,5,21,Yes,,2,1,Male,English,0,No,White,Chrome,Mac,900,1440,8.621416666666667,
264,condition1,yes,0.44,"Justin, a skilled plumber, is repairing his leaky kitchen sink when he inadvertently punctures a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage.","Justin has insurance that covers ""Trace and Access."" A ""Trace and Access"" event is defined as follows: <b> ""An incident occurs when a skilled professional locates cables or pipes connected to the policyholder's home resulting in damage to the policyholder's property.""</b>",yes,Trace And Access,no,60,9,30282,controversial,5,21,Yes,,2,1,Male,English,0,No,White,Chrome,Mac,900,1440,8.621416666666667,
264,condition1,no,0.34,"Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day, she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that her estranged young adult son spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages.","Beth has insurance that covers ""Malicious Acts or Vandalism."" A ""Malicious Acts or Vandalism"" event is defined as follows: <b>""An incident occurs when a colorant or stain is wielded by an adverse third party. This incident causes damage to the policyholder's property.""</b>",yes,Malicious Acts Or Vandalism,yes,60,10,49322,controversial,5,21,Yes,,2,1,Male,English,0,No,White,Chrome,Mac,900,1440,8.621416666666667,
264,condition1,no,0.64,"One day, Gwen drives her SUV to the grocery store. After she parks the car, she injures her wrist when she opens her driver-side door into an oncoming car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" A ""Personal Accident"" event is defined as follows: <b> ""An incident occurs with a vehicular collision that produces an accidental injury. This incident results in damage to the policyholder's person.""</b>",no,Personal Accident,no,70,11,17719,controversial,5,21,Yes,,2,1,Male,English,0,No,White,Chrome,Mac,900,1440,8.621416666666667,
264,condition1,no,0.82,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his roof, causing a fire. Almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.","Cam has insurance that covers ""Storm Damage."" A ""Storm Damage"" event is defined as follows: <b> ""An incident occurs with lightning that is created by a storm. This incident results in damage to the policyholder's property.""</b>",yes,Storm Damage,yes,85,12,19877,covered,5,21,Yes,,2,1,Male,English,0,No,White,Chrome,Mac,900,1440,8.621416666666667,
264,condition1,yes,0.64,"Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front hood. When he returns, he discovers that the hood has been severely damaged. Aneesh files a claim with his insurance company for the damage.","Aneesh has insurance that covers ""Vehicle Glass Damage."" A ""Vehicle Glass Damage"" event is defined as follows: <b>""An accident occurs when an outside force that breaks vehicle glass results in damage to the body work of the policyholder's vehicle.""</b>",yes,Vehicle Glass,no,75,13,40484,uncovered,5,21,Yes,,2,1,Male,English,0,No,White,Chrome,Mac,900,1440,8.621416666666667,
264,condition1,no,0.36,"Denise is moving to a new home on the other side of town. She rents a truck and decides she will move her own belongings out of her current home. During the move, her truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.","Denise has insurance that covers ""House Removal."" A ""House Removal"" event is defined as follows: <b> ""An incident occurs with professional removal contractors who remove belongings from the policyholder's home. This incident causes damage to the policyholder's belongings."" </b>",no,House Removal,no,60,14,20517,uncovered,5,21,Yes,,2,1,Male,English,0,No,White,Chrome,Mac,900,1440,8.621416666666667,
264,condition1,no,0.51,"One evening, several of Blake's friends crowd into his house for a dance party. The many rambunctious dancers cause Blake's house to shake, which damages the house's foundation. Blake files a claim with his insurance company for the damage.","Blake has home insurance that covers ""Ground Heave."" A ""Ground Heave"" event is defined as follows: <b>""An incident occurs when ground movement or landslip is induced by an outside force. This incident causes damage to the policyholder's property.""</b>",no,Ground Heave,yes,65,15,22555,uncovered,5,21,Yes,,2,1,Male,English,0,No,White,Chrome,Mac,900,1440,8.621416666666667,
264,condition1,yes,0.58,Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.,"Carol has insurance that covers ""Escape of Water."" An ""Escape of Water'' event is defined as follows: <b> ""An incident occurs when water that abruptly and unexpectedly flows from an internal source results in damage to the policyholder's property.""</b>",yes,Escape Of Water,yes,70,16,22863,controversial,5,21,Yes,,2,1,Male,English,0,No,White,Chrome,Mac,900,1440,8.621416666666667,
